cluster,title,year,bibkey,node,how,verification,tags
07,"JSB Chorales, Nottingham, POP909, Wikifonia — classic small symbolic sets",2013,wang2020pop909,B4,manual,partial,dataset corpus accompaniment
07,OpenScore Lieder & OpenScore String Quartets — CC0 critical-quality encodings,2023,gotham2022openscore,B4,manual,verified,corpus dataset notation
07,When in Rome — meta-corpus of Roman numeral analyses (RomanText),2019,gotham2019wheninrome,B4,manual,verified,corpus theory-analysis annotation representation
07,DCML corpora — Distant Listening Corpus and the DCML harmony standard,2025,hentschel2021mozart,B4,manual,verified,corpus theory-analysis annotation
07,Bach Doodle Dataset — 21.6M user melodies + Coconet harmonisations,2019,huang2019bachdoodle,E3,manual,verified,dataset co-creation-framework education HCI-study
07,MidiCaps — 168k MIDI files with text captions,2024,melechovsky2024midicaps,B4,manual,verified,dataset text-conditioning annotation
07,"Audio stems & captions — MusicNet, Slakh2100, MedleyDB, MUSDB18, MusicCaps, Song Describer",2023,manilow2019slakh,B4,manual,partial,dataset transcription audio-generation evaluation
07,"MuseScore.com scraping — the ""musescore-dataset"" and its ethics",2024,xmader2021musescore,C3,manual,verified,ethics-legal dataset
07,AugmentedNet — Roman numeral analysis network with synthetic training examples,2022,napoleslopez2021augmentednet,S2.2,manual,verified,theory-analysis annotation toolkit
07,ChordGNN — Roman Numeral Analysis with Graph Neural Networks (onset-wise from note-wise),2023,karystinaios2023chordgnn,S2.2,manual,verified,theory-analysis representation
07,RNBert — Fine-tuning a masked language model for Roman numeral analysis,2024,sailor2024rnbert,S2.2,manual,verified,theory-analysis representation
07,"Chen & Su — Functional harmony recognition and ""Attend to Chords"" (Harmony Transformer)",2021,chen2021attend,S2.2,manual,verified,theory-analysis
07,"Computational Schenkerian analysis — new dataset, notation software, graph representation",2015,nihahn2024schenker,S2.2,manual,verified,theory-analysis dataset structure notation
07,Galant schema detection — computational Gjerdingen schemata,2017,finkensiep2018skipgrams,S2.2,manual,unverified,theory-analysis style-transfer
07,MSAF — Music Structure Analysis Framework,2023,nieto2016msaf,S2.2,manual,verified,structure toolkit evaluation
07,All-In-One — metrical and functional structure analysis on demixed audio,2023,kim2023allinone,S2.2,manual,verified,structure transcription
07,"Dai & Dannenberg — hierarchical structure, repetition and personalised pop generation",2020,dai2022missing,S2.2,manual,partial,structure theory-analysis symbolic-generation controllability
07,Key/chord estimation and phrase segmentation — the standard baselines,2018,bock2016madmom,S2.2,manual,partial,theory-analysis transcription toolkit
07,Counterpoint / voice-leading rule checkers,2024,huang2005palestrinapal,S2.2,manual,partial,theory-analysis education toolkit
07,"ChatMusician & MusicTheoryBench — LLMs with ABC notation, and how little theory they know",2024,yuan2024chatmusician,S3.6,manual,verified,LLM-agent symbolic-generation theory-analysis evaluation
07,MuChoMusic — evaluating music understanding in audio-language models,2024,weck2024muchomusic,E6,manual,verified,evaluation LLM-agent multimodal-input
07,MIT 21M.385 / 6.809 Interactive Music Systems (Egozy) — and 21M.383 (cross-ref),2016,egozy21m385,B5,manual,verified,education game real-time music-as-code
07,Egozy — Approaches to Musical Expression in Harmonix Video Games; live score following; AI-augmented instruments,2024,egozy2016harmonix,S5.4,manual,verified,game HCI-study real-time education
07,Kiri Miller — Guitar Hero/Rock Band as musical performance and learning,2012,miller2009schizophonic,S5.4,manual,verified,game education HCI-study
07,Harmonix Fuser / DropMix — mashup games as arrangement interfaces,2022,harmonix2020fuser,S5.4,manual,partial,game product accompaniment
07,TunePad — Python + music for CS learning (Northwestern TIDAL Lab),2021,horn2022tunepad,B5,manual,verified,education music-as-code HCI-study
07,EarSketch — coding + music remixing for broadening participation (Georgia Tech),2019,freeman2019earsketch,B5,manual,verified,education music-as-code HCI-study
07,Sonic Pi — live coding for schools,2016,aaron2016sonicpi,B5,manual,verified,education music-as-code real-time
07,"Practice/learning apps — Yousician, Simply Piano, Flowkey, Melodics, Piano Marvel, SmartMusic, Chordify, Moises",2019,yousician2026,B5,manual,partial,education product transcription real-time
07,Generative AI in composition teaching — early empirical papers (2024–2026),2024,oros2026helpthathurts,E2,manual,partial,education HCI-study creativity-support evaluation
08,IlliacSuite — Illiac Suite (String Quartet No. 4) and *Experimental Music: Composition with an Electronic Computer*,1959,hiller1959experimental,F1,manual,verified,history symbolic-generation notation
08,UPIC — Unité Polyagogique Informatique du CEMAMu (Xenakis),1992,xenakis1992formalized,F1,manual,verified,history sketch multimodal-input representation
08,KoenigProject — Project 1 (1964) and Project 2 (1966),1966,koenig1970project,F1,manual,unverified,history symbolic-generation music-as-code
08,"EMI — Experiments in Musical Intelligence (""Emmy"") and Emily Howell",2009,cope2001virtual,F1,manual,verified,history symbolic-generation style-transfer ethics-legal evaluation
08,RoweIMS — *Interactive Music Systems: Machine Listening and Composing*,1993,rowe1993interactive,F2,manual,verified,history co-creation-framework real-time accompaniment
08,Voyager — George Lewis's *Voyager*,2000,lewis2000toomanynotes,F2,manual,partial,history real-time mixed-initiative co-creation-framework
08,Accompaniment1984 — Real-time computer accompaniment (Dannenberg) and the Synthetic Performer (Vercoe),1985,dannenberg1984online,F2,manual,verified,history accompaniment real-time transcription
08,GenJam — Genetic Jammer,2000,biles1994genjam,F2,manual,partial,history accompaniment mixed-initiative annotation
08,Continuator — The Continuator (Pachet) and Flow Machines,2018,pachet2003continuator,F2,manual,partial,history real-time symbolic-generation controllability accompaniment
08,OMax — OMax / Somax2 (IRCAM),2020,assayag2006omax,F2,manual,partial,history real-time mixed-initiative accompaniment
08,EckLSTM — Finding temporal structure in music: blues improvisation with LSTM,2002,eck2002blues,F1,manual,partial,history symbolic-generation structure
08,RNNRBM — Modeling temporal dependencies in high-dimensional sequences: polyphonic music,2012,boulangerlewandowski2012modeling,F1,manual,partial,history symbolic-generation dataset
08,folkRNN — Music transcription modelling and composition using deep learning (folk-rnn),2016,sturm2016folkrnn,F1,manual,verified,history symbolic-generation notation evaluation representation
08,BandInABox — Band-in-a-Box and the arranger-keyboard lineage,2022,pgmusic1990bandinabox,F3,manual,verified,history product accompaniment symbolic-generation
08,NotationSequencerHistory — Notation and MIDI-sequencer software lineage (brief),2002,makemusic2024finale,F3,manual,verified,history notation product
08,"BachInABox — ""Bach in a Box"" and *Bach by Design*",1994,mcintyre1994bachinabox,F1,manual,unverified,history symbolic-generation theory-analysis
08,"Suno — Suno (v4.5/v5 → licensed models), Suno Studio 1.0 (Sept 2025) and 2.0 (Aug 2026), download caps (Sept 2026)",2026,suno2026,C1,manual,verified,product audio-generation text-conditioning editing ethics-legal
08,"Udio — Udio and the UMG/WMG licensed ""walled garden""",2025,udio2025,C1,manual,verified,product audio-generation ethics-legal
08,"Lyria — Google DeepMind Lyria family, Music AI Sandbox, MusicFX, Lyria RealTime, Lyria 3/3 Pro/3.5, and Google Flow Music (ex-Producer.ai / Riffusion)",2026,google2025lyria2,C1,manual,verified,product audio-generation editing real-time text-conditioning image
08,ElevenMusic — Eleven Music (ElevenLabs),2026,elevenlabs2025music,C1,manual,verified,product audio-generation ethics-legal
08,StableAudio — Stable Audio 2.5 (enterprise) and Stable Audio Open (open weights),2024,evans2024stableaudioopen,S3.9,manual,verified,product audio-generation text-conditioning ethics-legal dataset
08,"Mureka — Mureka (Kunlun Tech / Skywork AI), Mureka O1 ""music reasoning"" model",2025,kunlun2025mureka,C1,manual,partial,product audio-generation structure text-conditioning
08,"LogicPro11 — Logic Pro 11 Session Players, Stem Splitter, ChromaGlow, Chord Track (Apple)",2025,apple2024logicpro11,C1,manual,verified,product accompaniment symbolic-generation editing DAW-plugin
08,"Live12 — Ableton Live 12 ""Similar Sounds"", MIDI Generators/Transformations",2024,ableton2024live12,C1,manual,partial,product symbolic-generation DAW-plugin
08,HookpadAria — Hookpad + Aria (Hooktheory),2025,donahue2024hookpadaria,E3,manual,verified,product symbolic-generation infilling notation editing theory-analysis
08,Scaler3 — Scaler 3 (Scaler Music / Plugin Boutique),2025,scaler2025v3,C1,manual,partial,product symbolic-generation theory-analysis DAW-plugin
08,OrbCaptain — Orb Producer Suite 3 (Hexachords) and Captain Chords Epic (Mixed In Key),2022,hexachords2022orb,C1,manual,partial,product symbolic-generation DAW-plugin accompaniment
08,Dorico6 — Dorico 6 (Steinberg),2025,steinberg2025dorico6,B1,manual,verified,product notation
08,MuseScore46 — MuseScore Studio 4.6 / 4.7 + Muse Hub (Muse Group),2026,musegroup2025musescore46,B1,manual,verified,product notation toolkit
08,Sibelius2026 — Sibelius (Avid) 2025–2026 releases,2026,avid2026sibelius,B1,manual,verified,product notation
08,MoisesStudio — Moises AI Studio (Moises / Music.AI),2025,moises2025aistudio,C1,manual,verified,product audio-generation accompaniment editing transcription
08,"SpliceCreate — Splice ""Create"" (Stacks)",2024,splice2024create,C1,manual,partial,product audio-generation toolkit
08,AbletonMCP — Ableton MCP (LLM → Ableton Live bridge) and the LLM-agent-in-DAW wave,2025,ahuja2025abletonmcp,B3,manual,verified,product LLM-agent DAW-plugin symbolic-generation toolkit
08,ComposersAssistant2 — Composer's Assistant 2 (REAPER),2024,malandro2024composersassistant2,S3.2,manual,verified,symbolic-generation infilling DAW-plugin controllability editing
08,MIDIGPT — MIDI-GPT (Metacreation Lab) with REAPER/Ableton (Calliope) front-ends,2025,pasquier2025midigpt,S3.2,manual,verified,symbolic-generation infilling controllability DAW-plugin
08,"MagentaStudio — Magenta Studio 2.0 (Ableton) and Magenta RealTime / ""Live Music Models""",2025,lyria2025livemusic,S3.8,manual,verified,symbolic-generation audio-generation real-time DAW-plugin toolkit
08,"WavTool — WavTool (browser DAW with GPT-4 ""Conductor"") → acquired by Suno",2025,suno2025wavtool,C1,manual,verified,product LLM-agent DAW-plugin
08,"SynthV2 — Synthesizer V Studio 2 Pro (Dreamtonics) and the AI-singer category (ACE Studio, Vocaloid 6, Kits.ai)",2023,dreamtonics2025synthv2,C1,manual,partial,product expression-performance symbolic-generation notation ethics-legal
08,NeutoneMorpho — Neutone Morpho / Neutone FX,2024,neutone2024morpho,S1.5,manual,partial,product audio-generation style-transfer real-time DAW-plugin
08,FAD — Fréchet Audio Distance,2018,kilgour2019fad,E4,manual,partial,evaluation audio-generation
08,FADadapt — Adapting Fréchet Audio Distance for Generative Music Evaluation (fadtk),2024,gui2024fad,E4,manual,verified,evaluation audio-generation toolkit
08,KAD — KAD: No More FAD! Kernel Audio Distance,2025,chung2025kad,E4,manual,verified,evaluation audio-generation toolkit
08,FMD — Fréchet Music Distance (symbolic),2025,retkowski2024fmd,E4,manual,verified,evaluation symbolic-generation toolkit
08,YangLerch — On the evaluation of generative models in music,2020,yang2020evaluation,E4,manual,partial,evaluation symbolic-generation toolkit
08,"CLAPscore — CLAP score, MusicCaps and Song Describer for text-to-music evaluation",2023,wu2023clap,S3.10,manual,partial,evaluation text-conditioning dataset
08,MuChoMusic — MuChoMusic: Evaluating Music Understanding in Multimodal Audio-Language Models,2024,weck2024muchomusic,E6,manual,verified,evaluation multimodal-input dataset
08,MusicEval — MusicEval: A Generative Music Dataset with Expert Ratings for Automatic Text-to-Music Evaluation,2025,liu2025musiceval,E4,manual,verified,evaluation dataset text-conditioning
08,AudioMOS — AudioMOS Challenge 2025 and ICASSP 2026 Automatic Song Aesthetics Evaluation (ASAE) Challenge,2026,huang2025audiomos,E4,manual,verified,evaluation audio-generation
08,HumanPrefBench — Benchmarking Music Generation Models and Metrics via Human Preference Studies,2025,grotschla2025benchmarking,E4,manual,verified,evaluation audio-generation dataset
08,AestheticsVsPref — From Aesthetics to Human Preferences: Comparative Perspectives of Evaluating Text-to-Music Systems,2025,zhang2025aesthetics,E4,manual,verified,evaluation audio-generation
08,EvalSurvey — A Survey on Evaluation Metrics for Music Generation,2025,kader2025survey,E4,manual,verified,evaluation
08,Boden — Boden's P-/H-creativity and exploratory/combinational/transformational creativity,2004,boden2004creativemind,E5,manual,partial,evaluation co-creation-framework creativity-support
08,Ritchie — Some empirical criteria for attributing creativity to a computer program,2001,ritchie2007criteria,E5,manual,partial,evaluation co-creation-framework
08,"ColtonTripod — Creativity versus the perception of creativity in computational systems (the ""creative tripod"")",2008,colton2008tripod,E5,manual,partial,evaluation co-creation-framework
08,SPECS — A Standardised Procedure for Evaluating Creative Systems (SPECS),2012,jordanous2012standardised,E5,manual,partial,evaluation co-creation-framework
08,CSI — Quantifying the Creativity Support of Digital Tools through the Creativity Support Index,2009,cherry2014csi,E5,manual,partial,evaluation creativity-support HCI-study
08,KarimiCoCreative — Evaluating Creativity in Computational Co-Creative Systems,2018,karimi2018evaluating,E5,manual,verified,evaluation co-creation-framework mixed-initiative
08,KantosaloModes — Modes for creative human–computer collaboration: alternating and task-divided co-creativity,2019,kantosalo2016modes,F4,manual,partial,co-creation-framework mixed-initiative evaluation
08,"CMUCreativity — CMU study: AI-assisted vs unassisted melody composition (Oros, Telang, Randall)",2026,oros2026cmu,E1,manual,verified,evaluation HCI-study creativity-support
08,EchoesHumanity — Echoes of Humanity: Exploring the Perceived Humanness of AI Music,2025,figueiredo2025echoes,E4,manual,verified,evaluation HCI-study
08,DeezerIpsos — Deezer/Ipsos survey: 97% cannot tell AI from human music,2025,deezer2025ipsos,C4,manual,verified,evaluation ethics-legal HCI-study
08,MiRA — Towards Assessing Data Replication in Music Generation with Music Similarity Metrics on Raw Audio (MiRA),2024,batlleroca2024mira,C3,manual,verified,evaluation ethics-legal audio-generation toolkit
08,SunoUdioAnalysis — Data-Driven Analysis of Text-Conditioned AI-Generated Music: A Case Study with Suno and Udio,2025,casini2025sunoudio,E3,manual,verified,evaluation text-conditioning HCI-study
08,TrainingWatermark — Watermarking Training Data of Music Generation Models,2025,epple2024watermarking,C3,manual,partial,ethics-legal evaluation audio-generation
08,LabelsVSuno — UMG Recordings et al. v. Suno (D. Mass. 1:24-cv-11611) and UMG et al. v. Uncharted Labs/Udio (S.D.N.Y. 1:24-cv-04777),2025,umg2024vsuno,C2,manual,verified,ethics-legal audio-generation
08,UMGUdio — UMG–Udio settlement and licensed platform (29 Oct 2025),2025,umg2025udio,C2,manual,verified,ethics-legal product
08,"WMGDeals — Warner Music Group settlements: Udio (19 Nov 2025), Stability AI partnership (19 Nov 2025), Suno (25 Nov 2025)",2025,wmg2025suno,C2,manual,verified,ethics-legal product
08,"GEMAvOpenAI — GEMA v. OpenAI (LG München I, 42 O 14139/24, 11 Nov 2025)",2025,lgmunich2025gemaopenai,C2,manual,verified,ethics-legal
08,"GEMAvSuno — GEMA v. Suno (LG München I, 42 O 763/25, **31 July 2026**)",2026,lgmunich2026gemasuno,C2,manual,verified,ethics-legal audio-generation
08,"USCOReports — U.S. Copyright Office, *Copyright and Artificial Intelligence* Parts 1–3; Perlmutter dismissal",2026,usco2025part2,C2,manual,partial,ethics-legal
08,Thaler — Thaler v. Perlmutter (D.C. Cir. 2025; cert. denied 2 Mar 2026),2026,thaler2025perlmutter,C2,manual,verified,ethics-legal
08,"EUAIAct — EU AI Act GPAI obligations (from 2 Aug 2025), GPAI Code of Practice (10 July 2025) and training-content summary template (24 July 2025)",2027,eu2024aiact,C2,manual,partial,ethics-legal
08,"ELVISAct — Tennessee ELVIS Act (Ensuring Likeness Voice and Image Security), signed 21 Mar 2024, effective 1 July 2024",2024,tennessee2024elvis,C2,manual,partial,ethics-legal expression-performance
08,FairlyTrained — Fairly Trained certification and Ed Newton-Rex's resignation from Stability AI,2025,newtonrex2024fairlytrained,C3,manual,partial,ethics-legal
08,"StatementAITraining — ""Statement on AI training"" (22 Oct 2024)",,newtonrex2024statement,C3,manual,partial,ethics-legal
08,"Spawning — Spawning / ""Have I Been Trained?"" (Holly Herndon & Mat Dryhurst)",2024,spawning2022haveibeentrained,C3,manual,partial,ethics-legal
08,DeezerStats — Deezer AI-content statistics 2025–2026,2025,deezer2026aistats,C3,manual,verified,ethics-legal product
08,SpotifyPolicy — Spotify AI policies (25 Sept 2025),2025,spotify2025aipolicy,C3,manual,verified,ethics-legal product
08,SmithFraud — United States v. Michael Smith (S.D.N.Y.): AI-generated streaming fraud,2026,usdoj2024smith,C3,manual,verified,ethics-legal
08,GEMASACEM — GEMA/SACEM × Goldmedia study *AI and Music* (30 Jan 2024),2024,goldmedia2024gemasacem,C4,manual,partial,ethics-legal
08,CISACStudy — CISAC/PMP Strategy global economic study (4 Dec 2024),2024,cisac2024pmp,C4,manual,partial,ethics-legal
08,APRAAMCOS — APRA AMCOS *AI and Music* report (19 Aug 2024),2024,apraamcos2024ai,C4,manual,verified,ethics-legal HCI-study
08,PDMX — PDMX: A Large-Scale Public Domain MusicXML Dataset for Symbolic Music Processing,2024,long2024pdmx,B4,manual,verified,dataset notation ethics-legal symbolic-generation
08,AriaMIDI — Aria-MIDI: A Dataset of Piano MIDI Files for Symbolic Music Modeling,2025,bradshaw2025ariamidi,B4,manual,partial,dataset symbolic-generation expression-performance ethics-legal
08,ConcordAnthropic — Concord Music Group et al. v. Anthropic (lyrics),2025,concord2023anthropic,C2,manual,partial,ethics-legal LLM-agent
08,"EthicalFooting — Why a symbolic-first, human-authored studio has a different ethical footing (synthesis note)",,,C3,auto,partial,ethics-legal notation symbolic-generation
